Es,Sx,Sxx,Sy,Syy,PQ-20,PQ-19,PQ-18,PQ-17,PQ-16,PQ-15,PQ-14,PQ-13,PQ-12,PQ-11,PQ-10,PQ-9,PQ-8,PQ-7,PQ-6,PQ-5,PQ-4,PQ-3,PQ-2,PQ-1,PQ0
(0.3576885619436723+0j),[-0.05713172],[1.],[0.58540595],[1.],"(array([0.20316736]), array([0.09277683]))","(array([0.12627765]), array([-0.01452351]))","(array([0.1261272]), array([-0.01453469]))","(array([0.12596526]), array([-0.01452781]))","(array([0.12578371]), array([-0.01450276]))","(array([0.12555548]), array([-0.01445075]))","(array([0.12536047]), array([-0.01436715]))","(array([0.12516233]), array([-0.01425191]))","(array([0.12507081]), array([-0.01410535]))","(array([0.12511411]), array([-0.01393528]))","(array([0.12525154]), array([-0.01374708]))","(array([0.12550815]), array([-0.01354732]))","(array([0.12602702]), array([-0.01334383]))","(array([0.12689127]), array([-0.01315569]))","(array([0.1278803]), array([-0.01300079]))","(array([0.12886687]), array([-0.01289012]))","(array([0.12959952]), array([-0.01282618]))","(array([0.13009403]), array([-0.01279407]))","(array([0.13052059]), array([-0.01278894]))","(array([0.13089855]), array([-0.01280699]))","(array([0.13132971]), array([-0.0128505]))"
(0.3589268645922764+0j),[-0.05747445],[1.],[0.58579381],[1.],"(array([0.20324327]), array([0.09298046]))","(array([0.12613673]), array([-0.01451234]))","(array([0.1259767]), array([-0.01451044]))","(array([0.12579633]), array([-0.0144883]))","(array([0.12556833]), array([-0.01443779]))","(array([0.12537305]), array([-0.01435544]))","(array([0.12517497]), array([-0.014242]))","(array([0.12508442]), array([-0.01409776]))","(array([0.12512975]), array([-0.01393008]))","(array([0.12526987]), array([-0.01374388]))","(array([0.12552929]), array([-0.01354545]))","(array([0.1260505]), array([-0.01334249]))","(array([0.12691609]), array([-0.0131541]))","(array([0.12790509]), array([-0.01299829]))","(array([0.12889011]), array([-0.01288633]))","(array([0.12961988]), array([-0.01282103]))","(array([0.13011059]), array([-0.01278771]))","(array([0.13053287]), array([-0.01278159]))","(array([0.13090666]), array([-0.01279894]))","(array([0.13133447]), array([-0.01284238]))","(array([0.13160102]), array([-0.01291552]))"
(0.35891813349056156+0j),[-0.05785128],[1.],[0.58485621],[1.],"(array([0.2031382]), array([0.09289058]))","(array([0.1259862]), array([-0.01448818]))","(array([0.12580785]), array([-0.01447108]))","(array([0.12558113]), array([-0.01442351]))","(array([0.12538618]), array([-0.01434267]))","(array([0.12518785]), array([-0.01423044]))","(array([0.12509732]), array([-0.01408794]))","(array([0.12514357]), array([-0.01392253]))","(array([0.12528566]), array([-0.0137387]))","(array([0.12554776]), array([-0.01354228]))","(array([0.12607179]), array([-0.01334067]))","(array([0.12693976]), array([-0.01315281]))","(array([0.1279301]), array([-0.01299675]))","(array([0.12891503]), array([-0.01288391]))","(array([0.12964322]), array([-0.0128174]))","(array([0.13013102]), array([-0.01278281]))","(array([0.13054944]), array([-0.01277551]))","(array([0.13091888]), array([-0.01279188]))","(array([0.13134245]), array([-0.01283458]))","(array([0.13160564]), array([-0.01290764]))","(array([0.13153079]), array([-0.01299721]))"
(0.3586868732532427+0j),[-0.05821048],[1.],[0.5837698],[1.],"(array([0.20294343]), array([0.09267264]))","(array([0.12581743]), array([-0.01444925]))","(array([0.12559278]), array([-0.01440666]))","(array([0.12539916]), array([-0.01432871]))","(array([0.12520119]), array([-0.01421793]))","(array([0.12511041]), array([-0.01407658]))","(array([0.12515662]), array([-0.01391285]))","(array([0.12529951]), array([-0.01373123]))","(array([0.12556344]), array([-0.01353714]))","(array([0.12609003]), array([-0.01333755]))","(array([0.12696074]), array([-0.01315105]))","(array([0.12795339]), array([-0.01299555]))","(array([0.12893957]), array([-0.01288251]))","(array([0.12966763]), array([-0.01281525]))","(array([0.13015386]), array([-0.01277959]))","(array([0.13056941]), array([-0.01277108]))","(array([0.13093507]), array([-0.0127863]))","(array([0.13135433]), array([-0.01282798]))","(array([0.13161339]), array([-0.0129003]))","(array([0.13153534]), array([-0.01298984]))","(array([0.13129867]), array([-0.01307983]))"
(0.359453512995277+0j),[-0.05855563],[1.],[0.58360458],[1.],"(array([0.2027717]), array([0.09254964]))","(array([0.12560241]), array([-0.0143853]))","(array([0.12541091]), array([-0.01431222]))","(array([0.12521431]), array([-0.01420425]))","(array([0.12512392]), array([-0.01406431]))","(array([0.12516988]), array([-0.0139017]))","(array([0.12531264]), array([-0.0137217]))","(array([0.12557725]), array([-0.01352978]))","(array([0.12610551]), array([-0.0133325]))","(array([0.12697866]), array([-0.01314801]))","(array([0.12797396]), array([-0.01299388]))","(array([0.12896234]), array([-0.01288145]))","(array([0.1296916]), array([-0.01281408]))","(array([0.13017769]), array([-0.01277776]))","(array([0.1305917]), array([-0.01276823]))","(array([0.13095454]), array([-0.01278228]))","(array([0.13137005]), array([-0.01282277]))","(array([0.13162492]), array([-0.0128941]))","(array([0.1315429]), array([-0.01298298]))","(array([0.13130315]), array([-0.01307296]))","(array([0.13115684]), array([-0.01315773]))"
(0.3602269881722741+0j),[-0.05888798],[1.],[0.58328646],[1.],"(array([0.20259321]), array([0.09252435]))","(array([0.12542059]), array([-0.01429108]))","(array([0.12522615]), array([-0.0141879]))","(array([0.1251372]), array([-0.01405073]))","(array([0.12518361]), array([-0.01388952]))","(array([0.12532613]), array([-0.01371064]))","(array([0.12559056]), array([-0.01352035]))","(array([0.1261194]), array([-0.01332526]))","(array([0.12699416]), array([-0.0131431]))","(array([0.12799185]), array([-0.01299099]))","(array([0.12898284]), array([-0.01287994]))","(array([0.12971428]), array([-0.01281319]))","(array([0.13020155]), array([-0.01277679]))","(array([0.13061544]), array([-0.01276659]))","(array([0.13097674]), array([-0.01277959]))","(array([0.13138939]), array([-0.01281884]))","(array([0.13164049]), array([-0.01288899]))","(array([0.13155434]), array([-0.01297697]))","(array([0.13131066]), array([-0.01306634]))","(array([0.13116125]), array([-0.01315106]))","(array([0.1310977]), array([-0.01323343]))"
(0.35960287081338227+0j),[-0.05915647],[1.],[0.58166571],[1.],"(array([0.20235741]), array([0.09238762]))","(array([0.12523593]), array([-0.01416683]))","(array([0.1251492]), array([-0.0140344]))","(array([0.12519711]), array([-0.01387594]))","(array([0.12534014]), array([-0.01369847]))","(array([0.12560435]), array([-0.01350934]))","(array([0.12613298]), array([-0.01331594]))","(array([0.1270083]), array([-0.01313603]))","(array([0.12800758]), array([-0.01298629]))","(array([0.12900097]), array([-0.01287725]))","(array([0.12973504]), array([-0.01281188]))","(array([0.13022449]), array([-0.01277608]))","(array([0.13063959]), array([-0.01276575]))","(array([0.13100077]), array([-0.012778]))","(array([0.13141181]), array([-0.0128161]))","(array([0.13165998]), array([-0.01288499]))","(array([0.13157005]), array([-0.01297187]))","(array([0.13132221]), array([-0.01306038]))","(array([0.1311688]), array([-0.01314445]))","(array([0.1311021]), array([-0.01322671]))","(array([0.13087053]), array([-0.01330162]))"
(0.3585394468639661+0j),[-0.0592998],[1.],[0.5798837],[1.],"(array([0.20201794]), array([0.09215095]))","(array([0.12515917]), array([-0.01401355]))","(array([0.12520933]), array([-0.01385969]))","(array([0.12535386]), array([-0.0136849]))","(array([0.12561857]), array([-0.01349719]))","(array([0.12614697]), array([-0.01330504]))","(array([0.12702208]), array([-0.01312692]))","(array([0.12802191]), array([-0.01297946]))","(array([0.12901687]), array([-0.01287279]))","(array([0.12975334]), array([-0.01280941]))","(array([0.1302454]), array([-0.01277493]))","(array([0.13066268]), array([-0.01276515]))","(array([0.13102504]), array([-0.01277721]))","(array([0.13143586]), array([-0.0128145]))","(array([0.13168235]), array([-0.01288225]))","(array([0.13158952]), array([-0.01296795]))","(array([0.13133794]), array([-0.01305541]))","(array([0.13118037]), array([-0.01313857]))","(array([0.13110966]), array([-0.01322012]))","(array([0.13087503]), array([-0.01329489]))","(array([0.13048078]), array([-0.01334739]))"
(0.35688987378352616+0j),[-0.05928824],[1.],[0.57789691],[1.],"(array([0.20173887]), array([0.09192388]))","(array([0.12521959]), array([-0.01383913]))","(array([0.12536628]), array([-0.01366877]))","(array([0.12563246]), array([-0.01348367]))","(array([0.12616135]), array([-0.01329296]))","(array([0.12703624]), array([-0.01311619]))","(array([0.12803587]), array([-0.0129706]))","(array([0.12903136]), array([-0.01286625]))","(array([0.1297694]), array([-0.0128052]))","(array([0.1302638]), array([-0.01277267]))","(array([0.13068364]), array([-0.01276417]))","(array([0.13104812]), array([-0.01277673]))","(array([0.13146003]), array([-0.01281376]))","(array([0.13170622]), array([-0.0128807]))","(array([0.1316117]), array([-0.01296534]))","(array([0.13135726]), array([-0.01305167]))","(array([0.13119597]), array([-0.01313372]))","(array([0.13112115]), array([-0.01321428]))","(array([0.13088266]), array([-0.01328832]))","(array([0.13048547]), array([-0.01334067]))","(array([0.13005046]), array([-0.01336184]))"
(0.3542166735596348+0j),[-0.05908302],[1.],[0.57540917],[1.],"(array([0.20152425]), array([0.09166933]))","(array([0.12537681]), array([-0.01364842]))","(array([0.12564506]), array([-0.01346761]))","(array([0.12617538]), array([-0.01327948]))","(array([0.1270508]), array([-0.01310422]))","(array([0.12805024]), array([-0.01296008]))","(array([0.12904554]), array([-0.01285767]))","(array([0.12978411]), array([-0.01279894]))","(array([0.13028006]), array([-0.01276871]))","(array([0.13070222]), array([-0.01276212]))","(array([0.1310692]), array([-0.0127759]))","(array([0.13148314]), array([-0.01281337]))","(array([0.13173033]), array([-0.01288004]))","(array([0.13163547]), array([-0.01296391]))","(array([0.13137934]), array([-0.01304918]))","(array([0.13121518]), array([-0.01313004]))","(array([0.13113664]), array([-0.0132094]))","(array([0.13089411]), array([-0.01328245]))","(array([0.13049316]), array([-0.01333408]))","(array([0.1300553]), array([-0.01335507]))","(array([0.12954131]), array([-0.01333751]))"
(0.3525705808351981+0j),[-0.0586894],[1.],[0.57442734],[1.],"(array([0.20142592]), array([0.09155495]))","(array([0.12565577]), array([-0.01344752]))","(array([0.12618809]), array([-0.01326355]))","(array([0.12706493]), array([-0.01309083]))","(array([0.12806491]), array([-0.01294827]))","(array([0.12906003]), array([-0.0128474]))","(array([0.12979842]), array([-0.01279066]))","(array([0.1302949]), array([-0.01276275]))","(array([0.13071861]), array([-0.01275843]))","(array([0.13108789]), array([-0.01277406]))","(array([0.13150428]), array([-0.01281269]))","(array([0.13175341]), array([-0.01287975]))","(array([0.13165947]), array([-0.01296335]))","(array([0.13140296]), array([-0.01304784]))","(array([0.13123707]), array([-0.01312757]))","(array([0.13115562]), array([-0.01320567]))","(array([0.13090942]), array([-0.01327753]))","(array([0.13050454]), array([-0.01332819]))","(array([0.130063]), array([-0.01334844]))","(array([0.12954624]), array([-0.01333069]))","(array([0.12914941]), array([-0.01326817]))"
(0.35235928632525626+0j),[-0.0581798],[1.],[0.5750759],[1.],"(array([0.20159623]), array([0.09177429]))","(array([0.12619896]), array([-0.01324357]))","(array([0.12707779]), array([-0.01307496]))","(array([0.1280792]), array([-0.01293493]))","(array([0.12907487]), array([-0.01283571]))","(array([0.12981308]), array([-0.01278062]))","(array([0.13030936]), array([-0.01275476]))","(array([0.13073364]), array([-0.01275277]))","(array([0.13110452]), array([-0.01277066]))","(array([0.13152322]), array([-0.01281109]))","(array([0.1317748]), array([-0.01287925]))","(array([0.13168276]), array([-0.0129632]))","(array([0.13142713]), array([-0.01304736]))","(array([0.13126079]), array([-0.01312622]))","(array([0.13117752]), array([-0.01320309]))","(array([0.13092838]), array([-0.01327367]))","(array([0.13051982]), array([-0.01332314]))","(array([0.13007436]), array([-0.01334238]))","(array([0.12955398]), array([-0.0133239]))","(array([0.12915441]), array([-0.01326115]))","(array([0.12911101]), array([-0.01316427]))"
(0.35203307554160274+0j),[-0.05760985],[1.],[0.5756166],[1.],"(array([0.20209892]), array([0.09215183]))","(array([0.12708879]), array([-0.0130548]))","(array([0.12809226]), array([-0.01291893]))","(array([0.12908945]), array([-0.01282232]))","(array([0.12982825]), array([-0.01276898]))","(array([0.13032433]), array([-0.01274489]))","(array([0.13074847]), array([-0.01274506]))","(array([0.13112001]), array([-0.01276533]))","(array([0.13154042]), array([-0.01280802]))","(array([0.13179444]), array([-0.01287794]))","(array([0.1317049]), array([-0.01296293]))","(array([0.13145119]), array([-0.01304736]))","(array([0.13128568]), array([-0.01312576]))","(array([0.13120186]), array([-0.0132016]))","(array([0.13095079]), array([-0.01327087]))","(array([0.13053919]), array([-0.013319]))","(array([0.13008997]), array([-0.013337]))","(array([0.12956561]), array([-0.0133175]))","(array([0.12916234]), array([-0.01325395]))","(array([0.1291161]), array([-0.01315674]))","(array([0.12924084]), array([-0.0130422]))"
(0.3508117139981483+0j),[-0.05699168],[1.],[0.57536947],[1.],"(array([0.20288731]), array([0.09243187]))","(array([0.12810337]), array([-0.01289872]))","(array([0.12910274]), array([-0.01280636]))","(array([0.12984313]), array([-0.0127557]))","(array([0.13033981]), array([-0.01273345]))","(array([0.13076378]), array([-0.01273548]))","(array([0.13113522]), array([-0.01275797]))","(array([0.1315564]), array([-0.01280306]))","(array([0.13181227]), array([-0.0128752]))","(array([0.13172526]), array([-0.01296187]))","(array([0.1314741]), array([-0.01304724]))","(array([0.1313105]), array([-0.01312578]))","(array([0.13122742]), array([-0.01320102]))","(array([0.1309757]), array([-0.01326919]))","(array([0.13056208]), array([-0.01331598]))","(array([0.13010972]), array([-0.0133326]))","(array([0.12958157]), array([-0.01331185]))","(array([0.12917426]), array([-0.01324723]))","(array([0.12912422]), array([-0.01314908]))","(array([0.1292461]), array([-0.01303411]))","(array([0.12926893]), array([-0.01290875]))"
(0.3508034854428952+0j),[-0.0563676],[1.],[0.57644945],[1.],"(array([0.20382512]), array([0.09273861]))","(array([0.12911392]), array([-0.01278649]))","(array([0.12985652]), array([-0.01274007]))","(array([0.1303548]), array([-0.01272052]))","(array([0.13077938]), array([-0.01272445]))","(array([0.13115064]), array([-0.01274883]))","(array([0.13157176]), array([-0.01279613]))","(array([0.13182846]), array([-0.01287059]))","(array([0.13174334]), array([-0.01295934]))","(array([0.1314947]), array([-0.01304629]))","(array([0.1313336]), array([-0.01312565]))","(array([0.13125234]), array([-0.01320094]))","(array([0.13100127]), array([-0.01326848]))","(array([0.13058691]), array([-0.01331419]))","(array([0.13013251]), array([-0.0133295]))","(array([0.1296013]), array([-0.01330743]))","(array([0.12919026]), array([-0.01324155]))","(array([0.1291362]), array([-0.0131422]))","(array([0.12925435]), array([-0.01302621]))","(array([0.12927443]), array([-0.01290042]))","(array([0.12936136]), array([-0.01276707]))"
(0.35052234435969165+0j),[-0.05578567],[1.],[0.57719236],[1.],"(array([0.20481757]), array([0.09309169]))","(array([0.12986769]), array([-0.01272056]))","(array([0.13036819]), array([-0.01270525]))","(array([0.1307944]), array([-0.0127119]))","(array([0.13116628]), array([-0.01273821]))","(array([0.13158726]), array([-0.01278742]))","(array([0.13184394]), array([-0.01286402]))","(array([0.13175966]), array([-0.01295496]))","(array([0.13151289]), array([-0.01304388]))","(array([0.13135426]), array([-0.01312472]))","(array([0.13127541]), array([-0.01320076]))","(array([0.13102606]), array([-0.01326832]))","(array([0.13061229]), array([-0.01331342]))","(array([0.13015714]), array([-0.01332769]))","(array([0.12962396]), array([-0.01330437]))","(array([0.12920994]), array([-0.01323716]))","(array([0.12915219]), array([-0.01313644]))","(array([0.1292664]), array([-0.01301919]))","(array([0.12928288]), array([-0.0128924]))","(array([0.12936713]), array([-0.01275862]))","(array([0.12956098]), array([-0.01263117]))"
