Es,Sx,Sxx,Sy,Syy,PQ-25,PQ-24,PQ-23,PQ-22,PQ-21,PQ-20,PQ-19,PQ-18,PQ-17,PQ-16,PQ-15,PQ-14,PQ-13,PQ-12,PQ-11,PQ-10,PQ-9,PQ-8,PQ-7,PQ-6,PQ-5,PQ-4,PQ-3,PQ-2,PQ-1,PQ0
(0.3221174414081791+0j),[0.04156441],[1.],[0.61003283],[1.],"(array([0.19685692]), array([0.13259925]))","(array([0.13639547]), array([0.01000005]))","(array([0.13611089]), array([0.00993542]))","(array([0.13606969]), array([0.00988073]))","(array([0.13608489]), array([0.00983124]))","(array([0.13600394]), array([0.00978882]))","(array([0.13580671]), array([0.00975938]))","(array([0.13555632]), array([0.00974646]))","(array([0.13545899]), array([0.00974949]))","(array([0.13553986]), array([0.00975847]))","(array([0.1355937]), array([0.0097702]))","(array([0.13565407]), array([0.00978426]))","(array([0.13573541]), array([0.00979742]))","(array([0.13578359]), array([0.00980904]))","(array([0.13583357]), array([0.00981864]))","(array([0.13584408]), array([0.0098246]))","(array([0.13588985]), array([0.00982685]))","(array([0.1360763]), array([0.00981847]))","(array([0.1362669]), array([0.00979383]))","(array([0.13638489]), array([0.00975298]))","(array([0.13636769]), array([0.00969812]))","(array([0.13618807]), array([0.00963588]))","(array([0.13602912]), array([0.0095699]))","(array([0.1360407]), array([0.00949564]))","(array([0.13612067]), array([0.00940667]))","(array([0.13611201]), array([0.0093036]))"
(0.3231891478100894+0j),[0.04107871],[1.],[0.61044882],[1.],"(array([0.19650745]), array([0.1324874]))","(array([0.13613205]), array([0.00993688]))","(array([0.13609392]), array([0.00988185]))","(array([0.13611084]), array([0.00983175]))","(array([0.13603013]), array([0.00978909]))","(array([0.13583187]), array([0.00976003]))","(array([0.13557959]), array([0.00974808]))","(array([0.13548009]), array([0.00975243]))","(array([0.13555906]), array([0.00976284]))","(array([0.13561177]), array([0.00977581]))","(array([0.1356722]), array([0.00979062]))","(array([0.13575498]), array([0.00980379]))","(array([0.13580565]), array([0.0098148]))","(array([0.13585866]), array([0.00982359]))","(array([0.13587219]), array([0.00982903]))","(array([0.13592055]), array([0.00983129]))","(array([0.13610896]), array([0.00982352]))","(array([0.13630075]), array([0.00979991]))","(array([0.13641918]), array([0.0097603]))","(array([0.13640179]), array([0.00970668]))","(array([0.13622157]), array([0.00964549]))","(array([0.13606188]), array([0.0095803]))","(array([0.13607286]), array([0.0095066]))","(array([0.13615249]), array([0.00941798]))","(array([0.13614382]), array([0.00931503]))","(array([0.13614148]), array([0.00920142]))"
(0.3250746560827786+0j),[0.04051863],[1.],[0.6116115],[1.],"(array([0.19643388]), array([0.13252139]))","(array([0.13611526]), array([0.00988504]))","(array([0.13613543]), array([0.00983415]))","(array([0.13605653]), array([0.00979062]))","(array([0.13585857]), array([0.00976123]))","(array([0.13560532]), array([0.00974971]))","(array([0.13550402]), array([0.00975509]))","(array([0.13558092]), array([0.00976685]))","(array([0.1356318]), array([0.00978121]))","(array([0.13569124]), array([0.00979706]))","(array([0.1357743]), array([0.00981061]))","(array([0.13582664]), array([0.00982125]))","(array([0.13588237]), array([0.00982914]))","(array([0.13589909]), array([0.00983363]))","(array([0.13595059]), array([0.0098354]))","(array([0.13614168]), array([0.00982778]))","(array([0.13633542]), array([0.00980496]))","(array([0.13645496]), array([0.00976661]))","(array([0.13643787]), array([0.00971445]))","(array([0.1362573]), array([0.00965471]))","(array([0.13609685]), array([0.0095908]))","(array([0.13610697]), array([0.00951812]))","(array([0.13618587]), array([0.00943025]))","(array([0.1361767]), array([0.00932778]))","(array([0.13617419]), array([0.00921436]))","(array([0.13632108]), array([0.00908615]))"
(0.3266957539740294+0j),[0.03987207],[1.],[0.61223784],[1.],"(array([0.19663409]), array([0.13257494]))","(array([0.1361574]), array([0.00983911]))","(array([0.13608189]), array([0.00979442]))","(array([0.13588577]), array([0.00976395]))","(array([0.13563282]), array([0.00975203]))","(array([0.1355306]), array([0.00975783]))","(array([0.13560576]), array([0.00977067]))","(array([0.13565457]), array([0.00978641]))","(array([0.13571223]), array([0.00980352]))","(array([0.13579447]), array([0.00981782]))","(array([0.13584736]), array([0.00982844]))","(array([0.13590506]), array([0.00983558]))","(array([0.13592476]), array([0.00983893]))","(array([0.13597968]), array([0.00983968]))","(array([0.13617408]), array([0.00983164]))","(array([0.13637058]), array([0.00980913]))","(array([0.13649206]), array([0.00977176]))","(array([0.13647601]), array([0.00972104]))","(array([0.13629562]), array([0.00966295]))","(array([0.13613471]), array([0.00960071]))","(array([0.13614397]), array([0.00952954]))","(array([0.13622189]), array([0.00944289]))","(array([0.1362118]), array([0.00934129]))","(array([0.13620864]), array([0.00922847]))","(array([0.13635523]), array([0.00910054]))","(array([0.13652131]), array([0.00895178]))"
(0.3283213579675175+0j),[0.03914397],[1.],[0.61268855],[1.],"(array([0.19686954]), array([0.13255574]))","(array([0.13610481]), array([0.00980121]))","(array([0.13591213]), array([0.00976928]))","(array([0.13566098]), array([0.0097561]))","(array([0.13555905]), array([0.00976142]))","(array([0.13563328]), array([0.00977468]))","(array([0.13568027]), array([0.00979156]))","(array([0.13573583]), array([0.00980999]))","(array([0.13581639]), array([0.00982532]))","(array([0.13586869]), array([0.00983634]))","(array([0.13592728]), array([0.00984305]))","(array([0.13594929]), array([0.00984531]))","(array([0.13600747]), array([0.00984474]))","(array([0.13620551]), array([0.00983567]))","(array([0.13640544]), array([0.00981282]))","(array([0.13652971]), array([0.00977589]))","(array([0.13651558]), array([0.00972629]))","(array([0.13633614]), array([0.00966977]))","(array([0.13617534]), array([0.00960934]))","(array([0.13618407]), array([0.00954001]))","(array([0.13626102]), array([0.00945498]))","(array([0.13624982]), array([0.00935466]))","(array([0.13624561]), array([0.00924279]))","(array([0.13639146]), array([0.00911554]))","(array([0.13655711]), array([0.00896712]))","(array([0.1366419]), array([0.00879859]))"
(0.32955178002588775+0j),[0.03834606],[1.],[0.6125822],[1.],"(array([0.1969821]), array([0.1324605]))","(array([0.13593614]), array([0.00977807]))","(array([0.13568837]), array([0.00976315]))","(array([0.13558817]), array([0.00976701]))","(array([0.13566262]), array([0.0097797]))","(array([0.13570853]), array([0.00979705]))","(array([0.13576215]), array([0.00981658]))","(array([0.13584062]), array([0.00983307]))","(array([0.1358914]), array([0.00984481]))","(array([0.13594971]), array([0.0098515]))","(array([0.13597299]), array([0.00985296]))","(array([0.13603383]), array([0.00985103]))","(array([0.13623541]), array([0.00984053]))","(array([0.13643912]), array([0.00981669]))","(array([0.13656686]), array([0.00977951]))","(array([0.13655547]), array([0.00973042]))","(array([0.13637785]), array([0.00967506]))","(array([0.13621792]), array([0.00961625]))","(array([0.13622668]), array([0.00954879]))","(array([0.136303]), array([0.00946562]))","(array([0.1362907]), array([0.00936689]))","(array([0.13628526]), array([0.00925628]))","(array([0.13642999]), array([0.00913002]))","(array([0.1365948]), array([0.00898232]))","(array([0.13667904]), array([0.00881416]))","(array([0.13667573]), array([0.00862755]))"
(0.33102311162879183+0j),[0.03749083],[1.],[0.61266541],[1.],"(array([0.19696884]), array([0.13233567]))","(array([0.13571338]), array([0.00977428]))","(array([0.13561647]), array([0.00977605]))","(array([0.13569256]), array([0.00978704]))","(array([0.13573847]), array([0.00980373]))","(array([0.1357908]), array([0.00982365]))","(array([0.13586724]), array([0.00984107]))","(array([0.13591599]), array([0.00985369]))","(array([0.13597305]), array([0.00986073]))","(array([0.13599645]), array([0.00986179]))","(array([0.13605897]), array([0.00985873]))","(array([0.13626357]), array([0.00984672]))","(array([0.13647103]), array([0.00982145]))","(array([0.13660259]), array([0.00978334]))","(array([0.1365946]), array([0.00973404]))","(array([0.1364196]), array([0.0096792]))","(array([0.13626136]), array([0.00962154]))","(array([0.13627088]), array([0.0095557]))","(array([0.13634707]), array([0.00947434]))","(array([0.13633394]), array([0.00937733]))","(array([0.13632725]), array([0.0092682]))","(array([0.13647065]), array([0.00914315]))","(array([0.13663424]), array([0.00899638]))","(array([0.1367175]), array([0.0088289]))","(array([0.1367135]), array([0.00864267]))","(array([0.13666634]), array([0.00844242]))"
(0.3323994524559881+0j),[0.03658909],[1.],[0.61256565],[1.],"(array([0.19691134]), array([0.13222386]))","(array([0.13564216]), array([0.00978997]))","(array([0.13572146]), array([0.00979841]))","(array([0.13576879]), array([0.00981308]))","(array([0.13582091]), array([0.00983209]))","(array([0.13589592]), array([0.00984966]))","(array([0.13594262]), array([0.00986292]))","(array([0.13599783]), array([0.00987049]))","(array([0.13602034]), array([0.00987153]))","(array([0.13608344]), array([0.00986777]))","(array([0.13629019]), array([0.00985447]))","(array([0.13650096]), array([0.00982765]))","(array([0.13663637]), array([0.00978816]))","(array([0.13663216]), array([0.00973799]))","(array([0.13646042]), array([0.00968296]))","(array([0.13630462]), array([0.0096258]))","(array([0.13631564]), array([0.00956107]))","(array([0.13639235]), array([0.00948119]))","(array([0.13637882]), array([0.0093858]))","(array([0.13637106]), array([0.00927821]))","(array([0.136513]), array([0.0091545]))","(array([0.13667504]), array([0.0090088]))","(array([0.13675687]), array([0.00884211]))","(array([0.13675171]), array([0.00865648]))","(array([0.13670372]), array([0.00845659]))","(array([0.13665604]), array([0.00824517]))"
(0.3341905670235701+0j),[0.03564468],[1.],[0.61281272],[1.],"(array([0.19702211]), array([0.13214268]))","(array([0.13574715]), array([0.00981559]))","(array([0.13579754]), array([0.00982714]))","(array([0.13585096]), array([0.00984362]))","(array([0.13592567]), array([0.00985983]))","(array([0.13597092]), array([0.00987282]))","(array([0.13602424]), array([0.00988065]))","(array([0.13604521]), array([0.00988188]))","(array([0.13610786]), array([0.00987784]))","(array([0.13631571]), array([0.00986368]))","(array([0.13652901]), array([0.00983555]))","(array([0.13666793]), array([0.00979458]))","(array([0.1366676]), array([0.00974312]))","(array([0.13649951]), array([0.00968725]))","(array([0.13634678]), array([0.00962989]))","(array([0.13636001]), array([0.00956561]))","(array([0.13643792]), array([0.0094867]))","(array([0.13642456]), array([0.00939256]))","(array([0.13641606]), array([0.00928636]))","(array([0.1365566]), array([0.00916399]))","(array([0.13671685]), array([0.00901941]))","(array([0.13679678]), array([0.00885356]))","(array([0.13678986]), array([0.00866854]))","(array([0.13674044]), array([0.00846915]))","(array([0.13669177]), array([0.00825805]))","(array([0.13666362]), array([0.00803822]))"
(0.33621805550287903+0j),[0.0346504],[1.],[0.61313952],[1.],"(array([0.19734066]), array([0.13210656]))","(array([0.1358222]), array([0.00984774]))","(array([0.1358786]), array([0.00986044]))","(array([0.13595467]), array([0.00987349]))","(array([0.13599974]), array([0.00988454]))","(array([0.13605181]), array([0.00989158]))","(array([0.13607118]), array([0.00989267]))","(array([0.1361327]), array([0.00988856]))","(array([0.1363406]), array([0.009874]))","(array([0.13655541]), array([0.00984504]))","(array([0.13669714]), array([0.00980285]))","(array([0.13670042]), array([0.00975002]))","(array([0.13653615]), array([0.00969293]))","(array([0.13638694]), array([0.00963476]))","(array([0.13640303]), array([0.00957023]))","(array([0.13648285]), array([0.00949164]))","(array([0.13647034]), array([0.00939823]))","(array([0.13646162]), array([0.00929303]))","(array([0.13660104]), array([0.00917181]))","(array([0.13675946]), array([0.00902828]))","(array([0.13683716]), array([0.00886326]))","(array([0.13682789]), array([0.00867882]))","(array([0.1367763]), array([0.00847985]))","(array([0.13672586]), array([0.00826913]))","(array([0.13669652]), array([0.00804957]))","(array([0.13671724]), array([0.00782064]))"
(0.3380682457841977+0j),[0.03361754],[1.],[0.61311351],[1.],"(array([0.19762233]), array([0.13204643]))","(array([0.13590126]), array([0.00988407]))","(array([0.13598037]), array([0.00989273]))","(array([0.13602702]), array([0.00990007]))","(array([0.13607927]), array([0.0099046]))","(array([0.13609776]), array([0.00990441]))","(array([0.13615809]), array([0.00989979]))","(array([0.13636531]), array([0.00988498]))","(array([0.13658056]), array([0.00985562]))","(array([0.13672409]), array([0.0098127]))","(array([0.13673033]), array([0.0097588]))","(array([0.13656971]), array([0.00970046]))","(array([0.13642426]), array([0.00964113]))","(array([0.13644375]), array([0.00957579]))","(array([0.13652622]), array([0.00949685]))","(array([0.13651535]), array([0.00940354]))","(array([0.13650719]), array([0.00929883]))","(array([0.13664606]), array([0.00917836]))","(array([0.13680297]), array([0.00903567]))","(array([0.13687841]), array([0.0088714]))","(array([0.13686645]), array([0.00868751]))","(array([0.13681206]), array([0.00848889]))","(array([0.13675903]), array([0.00827843]))","(array([0.13672756]), array([0.00805914]))","(array([0.13674687]), array([0.00783045]))","(array([0.13674107]), array([0.00759298]))"
(0.34046357434097785+0j),[0.03254772],[1.],[0.61347459],[1.],"(array([0.19791688]), array([0.13199122]))","(array([0.13600047]), array([0.00991842]))","(array([0.13605032]), array([0.00992093]))","(array([0.1361045]), array([0.00992139]))","(array([0.13612361]), array([0.0099183]))","(array([0.13618352]), array([0.009912]))","(array([0.13639]), array([0.0098964]))","(array([0.13660493]), array([0.0098667]))","(array([0.13674917]), array([0.00982345]))","(array([0.13675738]), array([0.00976897]))","(array([0.13659978]), array([0.00970971]))","(array([0.13645796]), array([0.00964924]))","(array([0.13648113]), array([0.00958279]))","(array([0.13656687]), array([0.00950299]))","(array([0.13655849]), array([0.00940918]))","(array([0.13655181]), array([0.00930435]))","(array([0.13669102]), array([0.00918414]))","(array([0.13684715]), array([0.00904192]))","(array([0.1369208]), array([0.00887818]))","(array([0.13690629]), array([0.00869475]))","(array([0.13684888]), array([0.00849646]))","(array([0.1367927]), array([0.0082862]))","(array([0.13675829]), array([0.00806706]))","(array([0.13677518]), array([0.00783857]))","(array([0.13676778]), array([0.00760131]))","(array([0.13677019]), array([0.00735758]))"
(0.34234086659859797+0j),[0.03145123],[1.],[0.61312906],[1.],"(array([0.19821999]), array([0.13189764]))","(array([0.13606785]), array([0.00994765]))","(array([0.13612551]), array([0.00994301]))","(array([0.13614693]), array([0.00993565]))","(array([0.1362079]), array([0.00992623]))","(array([0.13641444]), array([0.00990869]))","(array([0.13662901]), array([0.00987806]))","(array([0.1367732]), array([0.00983448]))","(array([0.13678229]), array([0.0097798]))","(array([0.13662672]), array([0.00972013]))","(array([0.13648792]), array([0.0096589]))","(array([0.13651466]), array([0.00959142]))","(array([0.13660401]), array([0.00951052]))","(array([0.13659883]), array([0.00941576]))","(array([0.13659456]), array([0.00931028]))","(array([0.13673518]), array([0.00918977]))","(array([0.13689156]), array([0.00904757]))","(array([0.13696432]), array([0.00888403]))","(array([0.13694789]), array([0.00870088]))","(array([0.13688777]), array([0.00850285]))","(array([0.13682838]), array([0.00829277]))","(array([0.13679061]), array([0.00807373]))","(array([0.13680433]), array([0.00784535]))","(array([0.13679431]), array([0.00760826]))","(array([0.136795]), array([0.00736474]))","(array([0.13676174]), array([0.00711433]))"
